Year,Month,Region,Commodity,temperature_C,precip_m,dewpoint_C,relative_humidity,temp_anomaly,precip_anomaly,temp_3m_avg,precip_3m_sum,drought_index,heat_stress,Date,Wheat_Price
2015,12,US GREAT PLAINS,Wheat,12.657513363895871,0.012976076421426758,6.688066162564133,66.99772527750726,-1.7702177649099138,-0.0021803935019531363,6.916490024225696,0.03418719186154165,0.17484138298903823,16.007399627771235,2015-12-01,163.893455
2016,1,US GREAT PLAINS,Wheat,24.479858924350403,0.016862631467831842,18.510411723018663,69.43327599086763,1.9396142540975632,-0.0019454681935125555,14.525698051368868,0.034563316592780134,-0.19590689360326888,27.951522723893785,2016-01-01,164.611626666667
2016,2,US GREAT PLAINS,Wheat,26.9022337861704,0.019830960508850623,20.93278658483866,69.90180248575372,-1.6699918823706312,-0.001717384877274828,21.34653535813889,0.049669668398109226,0.16528180335978832,30.397323910458084,2016-02-01,159.283795
2016,3,US GREAT PLAINS,Wheat,29.871874833490526,0.0206546743859993,23.902427632158787,70.4628250587018,-0.28045493765480245,-0.004006176502238695,27.084655848003777,0.05734826636268177,0.02403931726324155,33.39501608642561,2016-03-01,164.060471666667
2016,4,US GREAT PLAINS,Wheat,27.4817321219756,0.024579974139174288,21.51228492064386,70.01242432666004,-0.2976902680648301,0.0017985575801051888,28.08528024721217,0.06506560903402421,0.0315675843865882,30.982353338308602,2016-04-01,163.386837777778
2016,5,US GREAT PLAINS,Wheat,23.291988449870168,0.01710064161538369,17.32254124853843,69.19986566336229,0.27904116242127586,-0.002621881230993852,26.881865135112097,0.062335290140557276,-0.03052599747312144,26.75198173303828,2016-05-01,157.560342063492
2016,6,US GREAT PLAINS,Wheat,15.826449424167215,0.015647423775456942,9.857002222835476,67.67573063408243,0.39205620039355615,0.0015328559238375061,22.200056665337666,0.05732803953001492,-0.03767276411551811,19.210235955871337,2016-06-01,156.695036666667
2016,7,US GREAT PLAINS,Wheat,7.269502154921687,0.01906249272620876,1.3000549535899486,65.80013271401322,-0.27268562204880986,0.006838552877678233,15.462646676319691,0.05181055811704939,0.03410711508255922,10.559508790622349,2016-07-01,133.710203
2016,8,US GREAT PLAINS,Wheat,2.600404666553098,0.0038055270657441414,-3.3690425347786404,64.7146524399412,0.11122258442747901,-0.006407382551916794,8.565452081880666,0.038515443567409845,-0.017529640994664697,5.836137288550159,2016-08-01,127.899911014493
2016,9,US GREAT PLAINS,Wheat,0.46014862583723104,0.0071102532898153084,-5.509298575494507,64.20168171775447,0.4805753900579565,0.0001689668836363312,3.443351815770672,0.02997827308176821,-0.04788857212215932,3.670232711724955,2016-09-01,123.248756190476
2016,10,US GREAT PLAINS,Wheat,1.1851885669920916,0.011726008965372497,-4.784258634339647,64.37656314661996,-0.7123758446031678,0.0038000278607609114,1.415247286460807,0.022641789320931947,0.0750376123210777,4.40401672432309,2016-10-01,122.558500166667
2016,11,US GREAT PLAINS,Wheat,8.020605082480886,0.01386525844871371,2.0511578811491473,65.97055362425647,0.4494039278050419,0.005777713196367747,3.221980758436736,0.03270152070390152,-0.039162679584136446,11.319132763693709,2016-11-01,122.549797719298
2016,12,US GREAT PLAINS,Wheat,14.57864298219036,0.015921964745282634,8.60919578085862,67.41103137798012,0.15091185338457436,0.0007654948219027406,7.92814554388778,0.04151323215936884,-0.014325690516554695,17.949194551089366,2016-12-01,122.846325555556
2017,1,US GREAT PLAINS,Wheat,22.017869816033713,0.017873962196130827,16.048422614701973,68.94678863393965,-0.5223748542191267,-0.0009341374652135706,14.872372626901651,0.047661185390127175,0.0513033479566991,25.465209247730694,2017-01-01,137.145735833333
2017,2,US GREAT PLAINS,Wheat,30.261537609348142,0.02431599981490282,24.292090408016403,70.53536941385292,1.6893119408071122,0.002767654428777369,22.286016802524074,0.05811192675631628,-0.16616353965193387,33.78830608004079,2017-02-01,147.361442105263
2017,3,US GREAT PLAINS,Wheat,30.39439072137984,0.026686655428380272,24.4249435200481,70.56004686390968,0.24206095023451013,0.0020258045401422772,27.55793271558723,0.06887661743941392,-0.02218029048330874,33.922393064575324,2017-03-01,146.43149942029
2017,4,US GREAT PLAINS,Wheat,28.063308810657983,0.02193427012881838,22.093861609326243,70.12288206056985,0.2838864206175522,-0.0008471464302507205,29.573079047128658,0.07293692537210147,-0.02923578849200594,31.569452913686476,2017-04-01,138.407590701754
2017,5,US GREAT PLAINS,Wheat,21.462967669724208,0.029201850831847648,15.493520468392468,68.83568006863213,-1.5499796177246843,0.009479327985470104,26.640222400587344,0.0778227763890463,0.16447728975793854,24.904751673155815,2017-05-01,146.440213333333
2017,6,US GREAT PLAINS,Wheat,15.554235560141262,0.014806329736384693,9.584788358809522,67.61823488500703,0.11984233636760244,0.0006917618847652567,21.69350401350782,0.06594245069705072,-0.011292471751994989,18.935147304391613,2017-06-01,157.246191666667
2017,7,US GREAT PLAINS,Wheat,7.360688421091611,0.01350279677092074,1.3912412197598725,65.82088341797981,-0.181499355878886,0.001278856922390213,14.792630550319027,0.05751097733915308,0.019428792510278813,10.651732591990601,2017-07-01,174.532416666667
2017,8,US GREAT PLAINS,Wheat,2.8032105166852572,0.017211088398920854,-3.1662366846464813,64.76275094974926,0.314028434559638,0.006998178781259919,8.572711499306044,0.045520214906226285,-0.024404664674703883,6.041348064172721,2017-08-01,139.050815072464
2017,9,US GREAT PLAINS,Wheat,0.21208133429834972,0.0035748549062060197,-5.757365867033389,64.14158510062084,0.2325080985190752,-0.0033664314999729576,3.458660090691739,0.03428874007604761,-0.02661724135188048,3.419160589329392,2017-09-01,138.413392333333
2017,10,US GREAT PLAINS,Wheat,1.9091834087332171,0.006079530408762558,-4.060263792598521,64.55005933796367,0.011618997137957665,-0.0018464506958490272,1.6414917532389415,0.026865473713889428,-0.0030083504096447937,5.136686375631401,2017-10-01,133.344516031746
2017,11,US GREAT PLAINS,Wheat,7.177872832649879,0.011048226915070122,1.20842563131814,65.77926413960202,-0.39332832202596535,0.0029606816627241583,3.0997125252271487,0.020702612230038695,0.042293513865320695,10.46683603962998,2017-11-01,138.045955666667
2017,12,US GREAT PLAINS,Wheat,16.180174336390134,0.017154861536063427,10.210727135058395,67.75023592582347,1.7524432075843492,0.001998391612683533,8.422410192591077,0.0342826188598961,-0.1732459291457514,19.56768613268131,2017-12-01,147.1032695
2018,1,US GREAT PLAINS,Wheat,23.33015917319848,0.022543021454425223,17.360711971866742,69.20740388640483,0.789914502945642,0.0037349217930808254,15.562735447412832,0.050746109905558764,-0.07525652850148339,26.790529367518722,2018-01-01,156.388044126984
2018,2,US GREAT PLAINS,Wheat,30.496196382777264,0.019601182451475654,24.526749181445524,70.57893798850151,1.9239707142362334,-0.0019471629346497973,23.335509964121957,0.059299065441964297,-0.19434423435827317,34.025143282202336,2018-02-01,172.289119122807
2018,3,US GREAT PLAINS,Wheat,30.339020748476297,0.02224217651718747,24.369573547144558,70.54976535949937,0.18669097733096862,-0.0024186743710505262,28.055125434817345,0.06438638042308834,-0.02108777210414739,33.86650901645127,2018-03-01,180.918815873016
2018,4,US GREAT PLAINS,Wheat,27.999991946187745,0.02480881859980076,22.030544744856005,70.11088356489432,0.22056955614731422,0.002027402040731662,29.611736359147102,0.06665217756846388,-0.02002955357399976,31.50553612443246,2018-04-01,180.376409365079
2018,5,US GREAT PLAINS,Wheat,22.623838247047956,0.012492462797811483,16.654391045716217,69.06750479124491,-0.3891090404009354,-0.007230060048566061,26.987616980570664,0.0595434579147997,0.031680843991527485,26.0772134866102,2018-05-01,192.70383
2018,6,US GREAT PLAINS,Wheat,14.526104956818452,0.017290254671790323,8.556657755486714,67.39982201246644,-0.908288266955207,0.0031756868201708865,21.716645050018048,0.05459153606940256,0.0940045135156916,17.896096057441774,2018-06-01,193.07921984127
2018,7,US GREAT PLAINS,Wheat,6.70876672732782,0.012175966983591205,0.7393195259960814,65.67215698208123,-0.833421049642677,-4.7972864939321846e-05,14.619569977064742,0.04195868445319301,0.08329413209932839,9.992374576431882,2018-07-01,196.806077460317
2018,8,US GREAT PLAINS,Wheat,1.4293242940079305,0.012303977504791962,-4.540122907323808,64.43519332209304,-1.0598577881176887,0.002091067887131027,7.554731992718068,0.041770199160173486,0.1080768466988999,4.651083960112583,2018-08-01,211.29205884058
2018,9,US GREAT PLAINS,Wheat,0.7579704993539301,0.0014846492370014543,-5.2114767019778085,64.27365503314117,0.7783972635746557,-0.005456637169177523,2.9653538402298936,0.025964593725384618,-0.08329636352664309,3.9716532510109888,2018-09-01,191.144421754386
2018,10,US GREAT PLAINS,Wheat,2.7435518198129563,0.0059933686310315055,-3.2258953815187823,64.74861106506512,0.8459874082176968,-0.0019326124735800799,1.6436155377249388,0.01978199537282492,-0.08653135329534976,5.980982373066213,2018-10-01,188.461606666667
2018,11,US GREAT PLAINS,Wheat,9.23606888413597,0.008710699667729294,3.2666216828042307,66.24392453806327,1.6648677294601253,0.0006231544153833309,4.245863734434285,0.016188717535762252,-0.16586361853062923,12.548265111039132,2018-11-01,181.552390877193
2018,12,US GREAT PLAINS,Wheat,14.441107058550342,0.011781018414031213,8.471659857218604,67.3816760309145,0.013375929744556814,-0.003375451509348681,8.806909254166422,0.02648508671279201,-0.0047130444838043625,17.810190860096068,2018-12-01,188.535836296296
2019,1,US GREAT PLAINS,Wheat,21.061963173735098,0.019920420335054364,15.092515972403358,68.75504833108769,-1.4782814965177415,0.0011123206737099663,14.91304637214047,0.04041213841681487,0.14894047032548413,24.499715590289483,2019-01-01,188.84494968254
2019,2,US GREAT PLAINS,Wheat,29.520195949347183,0.021822102134693048,23.550748748015444,70.39714092864298,0.9479702808061532,0.0002737567485675968,21.674422060544206,0.053523540883778614,-0.09452327133204773,33.040052995779334,2019-02-01,177.916701754386
2019,3,US GREAT PLAINS,Wheat,28.114137385856726,0.02835200731959183,22.144690184524986,70.13250924462449,-2.0381923852886032,0.0036911564313538356,26.232098836313,0.07009452978933924,0.20751039496021417,31.62076284808795,2019-03-01,164.506644761905
2019,4,US GREAT PLAINS,Wheat,28.653243731862652,0.02146851583080695,22.683796530530913,70.23435662932472,0.8738213418222216,-0.0013129007282621473,28.762525689022187,0.07164262528509183,-0.08869503491048432,32.16496156332889,2019-04-01,159.030088730159
2019,5,US GREAT PLAINS,Wheat,24.07244799407477,0.02320495378500012,18.103000792743032,69.35349561814226,1.0595007066258795,0.003482430938622577,26.946609703931383,0.0730254769353989,-0.10246763972396537,27.540122774981885,2019-05-01,158.281695
2019,6,US GREAT PLAINS,Wheat,16.06004216388219,0.008849488192758872,10.090594962550451,67.72495858514365,0.6256489401085314,-0.005265079658860564,22.92857796327321,0.05352295780856593,-0.06782997366971372,19.446290093139375,2019-06-01,174.697763166667
2019,7,US GREAT PLAINS,Wheat,6.622075804644369,0.013370543568125347,0.6526286033126301,65.65231431037355,-0.9201119723261284,0.0011466037195948207,15.584855320867108,0.04542498554588434,0.09315780095220767,9.904691520163047,2019-07-01,163.876753333333
2019,8,US GREAT PLAINS,Wheat,3.255035505946637,0.009197065519266622,-2.7144116953851016,64.86959392422744,0.7658534238210177,-0.0010158440983943137,8.645717824824398,0.03141709728015084,-0.07760118648049609,6.498515202158009,2019-08-01,149.363005
2019,9,US GREAT PLAINS,Wheat,-0.404866874727526,0.010616035646270214,-6.374314076059265,63.99154105726055,-0.38444011050680055,0.0036747492400912365,3.1574148119544936,0.03318364473366217,0.042118760290771294,2.7947101781355013,2019-09-01,146.570486333333
2019,10,US GREAT PLAINS,Wheat,1.9074371702887112,0.009103211721063348,-4.062010031043028,64.54964222995399,0.009872758693451722,0.0011772306164517625,1.5858686005026073,0.028916312886600178,0.00018995474710659034,5.134919281786411,2019-10-01,153.22109
2019,11,US GREAT PLAINS,Wheat,7.587275240349665,0.009797820921198273,1.617828039017926,65.87237322718742,0.016074085673820626,0.0017102756688523093,3.0299485119702836,0.029517068288531827,0.00010286710147024668,10.880893901709037,2019-11-01,157.528264259259
2019,12,US GREAT PLAINS,Wheat,14.877286852581035,0.015573795032915614,8.907839651249297,67.4746500375286,0.44955572377524966,0.0004173251095357204,8.123999754406471,0.034474827675177226,-0.044538247267989245,18.251019354457465,2019-12-01,165.254640833333
2020,1,US GREAT PLAINS,Wheat,21.479804889595624,0.018467033978772883,15.510357688263884,68.83905938335255,-1.060439780657216,-0.0003410656825715147,14.648122327508773,0.04383864993288676,0.10570291238315008,24.92175785876325,2020-01-01,178.241777301587
2020,2,US GREAT PLAINS,Wheat,29.33013962628682,0.021096698809970026,23.36069242495508,70.36155981709935,0.7579139577457887,-0.00045164657615542544,21.895743789487824,0.05513752782165852,-0.07624304235073431,32.848217617141785,2020-02-01,172.231102807018
2020,3,US GREAT PLAINS,Wheat,29.842014335922368,0.028065874964375986,23.87256713459063,70.45725572318351,-0.3103154352229609,0.0034050240761379913,26.883986283934934,0.06762960775311888,0.03443656759843408,33.364877122081545,2020-03-01,170.874751666667
2020,4,US GREAT PLAINS,Wheat,28.530906703918916,0.01994494006100142,22.561459502587176,70.21128679179618,0.7514843138784855,-0.0028364764980676783,29.234353555376032,0.06910751383534743,-0.07798490788591622,32.04147104350872,2020-04-01,179.746517936508
2020,5,US GREAT PLAINS,Wheat,24.47755074480458,0.020799411026367298,18.508103543472842,69.43282479832511,1.4646034573556896,0.0010768881799897538,27.616823928215286,0.0688102260517447,-0.14538345755557922,27.949191984720837,2020-05-01,174.954968833333
2020,6,US GREAT PLAINS,Wheat,15.248762503012802,0.007583779882845568,9.279315301681063,67.55354891155142,-0.18563072076085696,-0.006530787968773868,22.752406650578763,0.04832813097021428,0.012032284107311829,18.626439948590374,2020-06-01,169.722336666667
2020,7,US GREAT PLAINS,Wheat,7.377773220882863,0.008418645702237361,1.408326019551124,65.82476942076028,-0.16441455608763444,-0.003805294146293166,15.701362156233415,0.03680183661145022,0.01263616146247028,10.669011691920876,2020-07-01,170.574121666667
2020,8,US GREAT PLAINS,Wheat,1.8252970485160578,0.00550194622727038,-4.144150152815681,64.53001477774244,-0.6638850336095614,-0.004710963390390555,8.150610924137242,0.021504371812353304,0.06167753997056559,5.05179778740318,2020-08-01,174.182476984127
2020,9,US GREAT PLAINS,Wheat,0.013475327665446391,0.006821993234654466,-5.955971873666292,64.09337422960577,0.03390209188617187,-0.00011929317152451109,3.072181865688122,0.0207425851641622,-0.003509502360141698,3.218144039145735,2020-09-01,204.137313809524
2020,10,US GREAT PLAINS,Wheat,2.0760167334548933,0.005381042918526708,-3.893430467876845,64.58987913963549,0.1784523218596339,-0.0025449381860848776,1.3049297032121325,0.017704982380451546,-0.020390170372048266,5.305510690436668,2020-10-01,203.4263
2020,11,US GREAT PLAINS,Wheat,7.60189504728613,0.005375982966874753,1.6324478459543919,65.87569186646967,0.030693892610286433,-0.0027115622854712107,3.2304623694688233,0.017579019120055918,-0.005780951546499854,10.895679640609615,2020-11-01,210.753936491228
2020,12,US GREAT PLAINS,Wheat,14.742266196318049,0.019149952675638734,8.77281899498631,67.44590811244393,0.31453506751226357,0.00399348275225884,8.140059325686357,0.029906978561040187,-0.02746002399896752,18.114561601940245,2020-12-01,217.312542857143
2021,1,US GREAT PLAINS,Wheat,22.62666380990928,0.017344843368869895,16.657216608577542,69.068066173172,0.08641913965644221,-0.0014632562924745025,14.990275017837822,0.04187077901138338,-0.010105170258118724,26.080067118567882,2021-01-01,237.944249824561
2021,2,US GREAT PLAINS,Wheat,27.076008718038604,0.023935811359342123,21.106561516706865,69.93503355868734,-1.4962169505024256,0.0023874659732166723,21.48164624142198,0.06043060740385075,0.15200916102345924,30.57276039597297,2021-02-01,240.806388070175
2021,3,US GREAT PLAINS,Wheat,31.34215337250553,0.02017151536343518,25.37270617117379,70.73527011722899,1.1898236013601995,-0.004489335524802816,27.014941966817805,0.06145217009164719,-0.12347169566082278,34.87891687836698,2021-03-01,229.887549275362
2021,4,US GREAT PLAINS,Wheat,27.244771537467432,0.023770807422320284,21.275324336135693,69.96725794977803,-0.534650852572998,0.0009893908632511855,28.554311209337186,0.06787813414509758,0.054454476120550994,30.743134434956335,2021-04-01,239.936143333333
2021,5,US GREAT PLAINS,Wheat,22.9007986413561,0.02380001753593037,16.93135144002436,69.1224650097041,-0.11214864609279118,0.0040774946895528255,27.162574517109686,0.06774234032168583,0.015292359298831944,26.356921891841306,2021-05-01,278.447005396825
2021,6,US GREAT PLAINS,Wheat,15.770443982584602,0.020857875611388965,9.800996781252863,67.66391275229701,0.33605075881094315,0.006743307759769529,21.972004720469375,0.06842870056963961,-0.026861768121324785,19.153639620199453,2021-06-01,238.767026666667
2021,7,US GREAT PLAINS,Wheat,10.318705512363906,0.003311095430084411,4.349258311032167,66.48493697999506,2.7765177353934085,-0.008912844418446116,16.329982712101536,0.04796898857740374,-0.286564617957787,13.642952361363658,2021-07-01,243.628006984127
2021,8,US GREAT PLAINS,Wheat,2.925451648042728,0.011690436885862819,-3.0439955532890104,64.79170004550242,0.43626956591710897,0.0014775272682018836,9.671533714330412,0.03585940792733619,-0.04214942932350901,6.16503665031785,2021-08-01,274.87603
2021,9,US GREAT PLAINS,Wheat,-0.40338348322228335,0.01190606667384043,-6.372830684554022,63.99190282288185,-0.38295671900155787,0.004964780267661452,4.280257892394784,0.026907598989787652,0.04326045216781724,2.796211657921809,2021-09-01,269.733507301587
2021,10,US GREAT PLAINS,Wheat,1.588963279282065,0.0006615758662330308,-4.380483922049674,64.47346178864795,-0.3086011323131945,-0.0072644052383785546,1.3703438147008367,0.02425807942593627,0.0235957079929409,4.812636368714463,2021-10-01,294.036818253968
2021,11,US GREAT PLAINS,Wheat,6.5046889004507875,0.008139777885868196,0.535241699119049,65.62542110279257,-1.0665122542250565,5.2232633522232216e-05,2.5634228988368566,0.020707420425941647,0.10670345805602789,9.785959955590416,2021-11-01,317.437354813333
2021,12,US GREAT PLAINS,Wheat,14.63272104078312,0.013384606180586433,8.663273839451382,67.42256386509345,0.20498991197733396,-0.0017718637427934607,7.575457740171991,0.022185959932687654,-0.022270854940526857,18.00384923403779,2021-12-01,324.017900555555
2022,1,US GREAT PLAINS,Wheat,22.7853929049473,0.018644784828325742,16.81594570361556,69.09958005671895,0.24514823469446156,-0.00016331483301865526,14.640934282060405,0.040169168894780366,-0.024678138302464812,26.24037190778325,2022-01-01,326.081669833333
2022,2,US GREAT PLAINS,Wheat,29.053480719479673,0.020072965572714686,23.084033518147933,70.30966025228484,0.4812550509386426,-0.0014753798134107647,22.157198221736696,0.052102356581626846,-0.04960088490727503,32.56896373209391,2022-02-01,347.5032275
2022,3,US GREAT PLAINS,Wheat,31.04785683819129,0.02833751555812984,25.07840963685955,70.68101452582901,0.8955270670459612,0.0036766646698918465,27.628910154206086,0.06705526595917026,-0.08587604203470428,34.58190756448274,2022-03-01,387.665013697101
2022,4,US GREAT PLAINS,Wheat,27.086944011077712,0.022087405402448305,21.117496809745973,69.93712303509871,-0.6924783789627185,-0.000694011156620794,29.062760522916225,0.07049788653329282,0.06855382673965106,30.58380016283265,2022-04-01,406.026886301667
2022,5,US GREAT PLAINS,Wheat,22.772117063570768,0.014524118518518094,16.80266986223903,69.09694597024576,-0.24083022387812392,-0.00519840432785945,26.96897263761326,0.06494903947909623,0.018884618059952944,26.226964362083056,2022-05-01,444.15656781746
2022,6,US GREAT PLAINS,Wheat,15.329804365697198,0.013058701999463681,9.36035716436546,67.57072714382343,-0.10458885807646112,-0.0010558658521557553,21.72962181344856,0.04967022592043007,0.009403019955490357,18.70834072288837,2022-06-01,397.6523199
2022,7,US GREAT PLAINS,Wheat,8.76790359613062,0.012070765736833387,2.7984563947988823,66.13898023493948,1.2257158191601238,-0.0001531741116971401,15.6232750084662,0.03965358625481515,-0.12272475602770953,12.074852607877595,2022-07-01,321.97512765873
2022,8,US GREAT PLAINS,Wheat,2.8515367503788562,0.01268866472531804,-3.1179104509528823,64.77419934492126,0.36235466825323703,0.002475755107657105,8.983081570735559,0.0378181324616151,-0.033759711717666605,6.090246717624919,2022-08-01,323.016768768116
2022,9,US GREAT PLAINS,Wheat,-0.9992868023229572,0.01059178473907836,-6.968734003654696,63.84618621692359,-0.9788600381022317,0.003650498332899382,3.540051181395508,0.035351215201229774,0.10153650214312254,2.1930225085232227,2022-09-01,346.322181071428
2022,10,US GREAT PLAINS,Wheat,2.1179394712772557,0.007976603589309673,-3.851507730054483,64.59987588950113,0.22037505968199622,5.062248469808739e-05,1.3233964731110528,0.03125705305370606,-0.021986883483501536,5.347933265752312,2022-10-01,353.712907166667
2022,11,US GREAT PLAINS,Wheat,8.001481384193097,0.003037986509791823,2.0320341828613584,65.96622874345583,0.430280229517253,-0.005049558742554141,3.0400446843824667,0.021606374838179843,-0.04807758169427944,11.29979282136589,2022-11-01,344.329860728333
2022,12,US GREAT PLAINS,Wheat,13.312137199737364,0.015309484381094335,7.342689998405626,67.13935200326874,-1.115593929068421,0.00015301445771444093,7.810519351735908,0.02632407448019582,0.11171240736455654,16.6691047999008,2022-12-01,323.654838134921
